Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Applicant_per_position
Accountant,Internship,on-site,International Organization for E-Tourism Industry IOETI,cairo,12,95.0,4,Entry Level (Junior Level / Fresh Grad),Not Specified,"4000 To 4500 EGP Per Month, Fixed Salary+ Commission+ Social Insurance",Accounting/Finance,"['accounting', 'finance', 'accountant', 'financial analysis', 'financial', 'excel']",both,901,0.0,1.0,Maadi,23.0
Accountant,Full Time,on-site,Sprints.ai,cairo,56,209.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounts payable', 'communication', 'certified public accountant', 'microsoft excel', 'financial reporting', 'financial', 'accounting', 'tax', 'reporting', 'financial analysis']",both,901,4.0,6.0,Maadi,209.0
Accountant,Full Time,on-site,Masr International Paper,cairo,11,61.0,1,Experienced (Non-Manager),Bachelor'S Degree,"7000 To 20000 EGP Per Month, Stock Options Available",Accounting/Finance,"['accounting', 'customer relationship', 'english', 'arabic', 'tax', 'financial', 'software', 'finance', 'financial analysis', 'computer']",both,901,2.0,10.0,Obour City,61.0
Accountant,Full Time,on-site,International Business Systems I.B.S.,cairo,56,86.0,1,Experienced (Non-Manager),Not Specified,12000 To 15000 EGP Per Month,Accounting/Finance,"['accounting', 'accounting software', 'certified accountant', 'certified public accountant', 'excel', 'finance', 'gaap', 'general ledger', 'sap']",both,901,3.0,6.0,Mokattam,86.0
Accountant,Full Time,on-site,Outservingplus,cairo,10,61.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'finance', 'financial analysis', 'financial']",both,901,1.0,2.0,Cairo,61.0
Accountant,Full Time,on-site,Not Specified,cairo,28,69.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'financial', 'microsoft excel', 'quickbooks', 'sap', 'accounting software', 'financial analysis', 'gaap', 'ifrs', 'tax']",both,901,2.0,6.0,New Cairo,69.0
Accountant,Full Time,on-site,Masr International Paper,cairo,10,61.0,1,Experienced (Non-Manager),Bachelor'S Degree,"7000 To 20000 EGP Per Month, Stock Options Available",Accounting/Finance,"['accounting', 'customer relationship', 'english', 'arabic', 'tax', 'financial', 'software', 'finance', 'financial analysis', 'computer']",both,901,2.0,10.0,Obour City,61.0
Accountant,Full Time,on-site,Outservingplus,cairo,10,60.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'finance', 'financial analysis', 'financial']",both,901,1.0,2.0,Cairo,60.0
Accountant,Full Time,on-site,INDEVCO,Giza,28,96.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'financial', 'accountant', 'manufacturing']",both,901,3.0,5.0,6th of October,96.0
Accountant,Full Time,on-site,Nile Mep Contracting,cairo,11,45.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'finance', 'certified accountant', 'certified public accountant', 'financial analysis', 'financial', 'gaap', 'general ledger']",both,901,4.0,7.0,Shorouk City,45.0
Accountant,Full Time,on-site,North point,Giza,28,66.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'accountant', 'finance', 'financial analysis', 'financial', 'financial', 'accounting principles']",both,901,1.0,3.0,Haram,66.0
Accountant,Part Time,on-site,Tag El Din Pharmacies,cairo,28,109.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'pharmacy', 'finance', 'financial analysis', 'financial', 'gaap', 'general ledger', 'microsoft excel', 'certified public accountant', 'certified accountant', 'accounting software']",both,901,2.0,3.0,Heliopolis,109.0
Accountant,Full Time,on-site,PRO-TEC Egypt,cairo,28,55.0,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'financial', 'commerce', 'microsoft word', 'accounting software', 'english', 'reporting', 'budget', 'software', 'excel', 'communication']",both,901,2.0,5.0,Sheraton,55.0
Accountant,Full Time,on-site,Summit Education & Training Consultation Global,"Jeddah, Saudi Arabia",4,94.0,1,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 GBP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'financial', 'accounting software', 'certified accountant', 'certified public accountant', 'excel', 'gaap', 'general ledger', 'microsoft excel', 'ms']",both,901,5.0,20.0,Jeddah,94.0
Accountant,Full Time,on-site,Injaz Digital,cairo,27,38.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'pivot']",both,901,2.0,3.0,Nasr City,38.0
Accountant,Full Time,on-site,Prestamo for financial services,cairo,10,55.0,1,Experienced (Non-Manager),Bachelor'S Degree,8000 To 10000 EGP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial analysis']",both,901,2.0,3.0,Nasr City,55.0
Accountant,Full Time,on-site,Leverage,cairo,56,107.0,2,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Bonus Scheme, Medical Insurance & Other Benefits According To Company Policy",Accounting/Finance,"['strong communication', 'accounting', 'excel', 'general ledger', 'accounting software', 'odoo erp']",both,901,0.0,2.0,Maadi,53.0
Accountant,Full Time,on-site,SMART Furniture,Sharqia,56,69.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis']",both,901,2.0,5.0,10th of Ramadan City,69.0
Accountant,Full Time,on-site,Mr. Tailor,cairo,56,113.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'financial analysis', 'word', 'microsoft', 'finance', 'general ledger', 'fashion retail']",both,901,1.0,3.0,Maadi,113.0
Accountant,Full Time,on-site,ACO-Construction,Giza,4,47.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounts receivable', 'treasury accounting', 'construction']",both,901,3.0,6.0,6th of October,47.0
Accountant,Full Time,on-site,Prosoft Information Systems,Giza,28,128.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'english', 'enterprise resource planning', 'erp system', 'finance', 'communication', 'computer', 'business']",both,901,1.0,2.0,Smart Village,128.0
Accountant,Full Time,on-site,Al Ateeq Software,cairo,2,22.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis', 'excel', 'accounting software', 'general ledger']",both,901,4.0,5.0,Nozha,22.0
Accountant,Full Time,on-site,AssureNet,cairo,9,145.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'financial reporting', 'quickbooks', 'general ledger', 'finance', 'quick books', 'accounting', 'accuracy', 'business', 'english', 'financial analysis', 'financial', 'software']",both,901,1.0,3.0,New Cairo,145.0
Accountant,Full Time,on-site,AlGammal Contracting,cairo,4,99.0,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'accounting', 'accounting principles', 'excel', 'finance', 'financial analysis', 'financial', 'gaap', 'ms', 'microsoft excel', 'pivot', 'pivot tables']",both,901,1.0,3.0,Katameya,49.0
Accountant,Full Time,on-site,Cairo Consult,cairo,23,96.0,1,Experienced (Non-Manager),Not Specified,"Confidential, Now, The Salary Section Indicates It Will Be Discussed Based On Experience.",Accounting/Finance,"['accounting', 'english', 'finance', 'microsoft excel']",both,901,2.0,4.0,Sheraton,96.0
Accountant,Full Time,on-site,OPEX Egypt,cairo,56,208.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting software', 'enterprise resource planning', 'excel', 'accounting', 'finance', 'communication', 'financial', 'financial analysis', 'financial', 'microsoft excel', 'software']",both,901,3.0,4.0,New Cairo,208.0
Accountant,Full Time,on-site,BTC-Egypt Gold,cairo,25,127.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['excel', 'finance', 'travel', 'accounting', 'microsoft excel', 'ms']",both,901,2.0,4.0,New Cairo,127.0
Accountant,Full Time,on-site,International Medical Service Center,Dakahlia,14,30.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting procedures', 'accounting software', 'analytical', 'excel', 'finance', 'financial', 'financial analysis', 'financial', 'microsoft', 'software']",Male,901,2.0,3.0,Mansoura,30.0
Accountant,Full Time,on-site,Not Specified,"Al Fujayrah, United Arab Emirates",56,254.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting software', 'zoho', 'certified accountant', 'certified public accountant', 'excel', 'finance', 'financial analysis', 'financial', 'gaap', 'general ledger', 'microsoft excel']",Males Preferred,901,2.0,6.0,Al Fujayrah,254.0
Accountant,Full Time,on-site,Matrix for Electrical Construction,cairo,23,87.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,7000 To 9000 EGP Per Month,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'accounting software', 'excel', 'financial', 'certified accountant', 'certified public accountant', 'gaap', 'general ledger', 'ms', 'microsoft excel']",both,901,1.0,3.0,Maadi,87.0
Accountant,Full Time,on-site,Country Stone,cairo,11,20.0,1,Experienced (Non-Manager),Not Specified,"10000 To 12000 EGP Per Month, Transfer Allowance",Accounting/Finance,"['accountant', 'accounting']",both,901,3.0,10.0,Badr City,20.0
Accountant,Full Time,on-site,Egypt Assistance,cairo,4,105.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'microsoft excel', 'finance', 'financial analysis', 'financial', 'english']",both,901,3.0,5.0,Heliopolis,105.0
Accountant,Full Time,on-site,Domain,cairo,20,170.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['finance', 'communication', 'excel', 'financial analysis', 'microsoft', 'accounting']",Females Preferred,901,1.0,3.0,Nasr City,170.0
Accountant,Full Time,on-site,Power Solutions,Giza,16,67.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'collection', 'petty cash', 'supply chain', 'financial', 'general accounting', 'commerce', 'book keeping', 'customer service', 'customer support', 'english', 'financial analysis', 'communication', 'microsoft', 'communication', 'microsoft']",both,901,1.0,3.0,6th of October,67.0
Accountant,Full Time,on-site,Not Specified,Giza,56,79.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['financial accounting', 'accountant', 'accounting', 'accounting software', 'financial analysis', 'finance', 'financial']",both,901,3.0,5.0,Haram,79.0
Accountant,Full Time,on-site,Square Engineering Firm,cairo,28,77.0,2,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'construction', 'cost accounting', 'cost', 'finance', 'financial', 'reporting']",both,901,5.0,8.0,Madinaty,38.0
Accountant,Full Time,on-site,East Pack,Giza,56,125.0,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical Insurance Transportation Social Insurance",Accounting/Finance,"['accounting', 'finance', 'general ledger', 'microsoft excel', 'accounting software', 'analytical', 'excel', 'financial analysis', 'financial', 'ms', 'gaap', 'software']",both,901,3.0,5.0,6th of October,62.0
Accountant,Full Time,on-site,Nassar Group,"Qanater Khairya, Qalubia",56,26.0,5,Experienced (Non-Manager),Not Specified,"Confidential, Working Time: From 8:00 Am Till 5:00 Pm Working Days: Saturday Till Thursday",Accounting/Finance,"['accounting', 'payable accounting', 'treasury accounting', 'accounts receivable', 'accounting reports', 'cost accounting', 'accounts payable']",both,901,4.0,5.0,Qanater Khairya,5.0
Accountant,Full Time,on-site,IVEC Contracting,cairo,24,114.0,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting software', 'odoo', 'microsoft excel', 'financial', 'financial analysis', 'finance', 'contracting', 'excel', 'analytical', 'financial', 'software']",Male,901,2.0,,New Cairo,114.0
Accountant,Full Time,on-site,Boghdadya group,cairo,56,54.0,20,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['finance', 'accounting']",Male,901,2.0,4.0,Cairo,2.0
Accountant,Full Time,on-site,Marseilia,Alexandria,56,291.0,1,Experienced (Non-Manager),Not Specified,"Confidential, E.G. Commissions &Bonuses",Accounting/Finance,"['accounting', 'accounting software', 'excel', 'finance', 'financial analysis', 'financial', 'microsoft excel', 'ms']",both,901,2.0,3.0,Sidi Gaber,291.0
Accountant,Full Time,on-site,Not Specified,Gharbia,56,18.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial analysis', 'microsoft excel', 'financial']",both,901,7.0,10.0,Gharbia,18.0
Accountant,Full Time,on-site,ACTECH,"Riyadh, Saudi Arabia",24,332.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'financial', 'erp system', 'odoo', 'excel', 'finance', 'microsoft excel']",both,901,3.0,6.0,Riyadh,332.0
Accountant,Full Time,on-site,Act Corporate Services,cairo,28,61.0,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'financial accounting', 'accounts reconciliation', 'arabic', 'audit', 'communication', 'excel', 'finance', 'financial analysis', 'financial']",both,901,3.0,5.0,Rehab City,30.0
Accountant,Full Time,on-site,Continental Tours,cairo,28,53.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'accounting', 'finance', 'microsoft excel', 'general ledger', 'travel', 'travel', 'certified accountant', 'certified public accountant', 'financial analysis', 'financial', 'gaap']",both,901,2.0,4.0,Garden City,53.0
Accountant,Full Time,on-site,The Pharaonic Village,Giza,56,108.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'financial analysis', 'financial', 'finance', 'commerce', 'microsoft']",both,901,1.0,2.0,Giza,108.0
Accountant,Full Time,on-site,Not Specified,Damietta,56,15.0,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['financial accounting', 'accounts payable', 'treasury accounting', 'accounting', 'accounting software', 'analytical', 'excel', 'finance', 'financial analysis', 'financial', 'general ledger', 'ledger', 'oddo', 'software']",both,901,3.0,5.0,New Damietta,7.0
Accountant,Full Time,on-site,Not Specified,cairo,28,94.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarterly Bounce",Accounting/Finance,"['accounting', 'tax accounting', 'finance', 'accounting software', 'certified accountant', 'certified public accountant', 'financial analysis', 'financial', 'general ledger', 'gaap', 'excel']",both,901,1.0,3.0,Maadi,94.0
Accountant,Full Time,on-site,EGYGAB Developments,cairo,16,85.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accountant', 'accounting', 'finance', 'financial analysis', 'financial', 'ledger', 'general ledger', 'microsoft excel']",both,901,2.0,4.0,Shorouk City,85.0
Accountant,Full Time,on-site,Formula Onederful,Giza,9,101.0,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['finance', 'accounting software', 'financial analysis', 'bookkeeping', 'payroll', 'accounting', 'excel', 'financial', 'financial', 'financial reporting', 'reporting', 'accountant']",both,901,4.0,7.0,Mohandessin,101.0
Accountant,Full Time,on-site,Not Specified,cairo,18,111.0,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['excel', 'ifrs', 'accounting', 'finance', 'financial analysis', 'financial', 'general ledger', 'gaap', 'microsoft excel', 'accounting software']",both,901,0.0,2.0,Cairo,111.0
Accountant,Full Time,on-site,Shinshin Electronics Egypt,Sharqia,19,31.0,1,Experienced (Non-Manager),Not Specified,"8000 To 12000 EGP Per Month, Medical Insurance - Commuting Bus",Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis', 'english', 'vat']",both,901,3.0,6.0,10th of Ramadan City,31.0
Accountant,Full Time,on-site,Monglish Academy,Alexandria,56,120.0,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'commerce', 'commerce accounting', 'commercial', 'excel', 'finance', 'financial analysis', 'financial', 'insurance', 'is']",both,901,5.0,7.0,Alexandria,120.0
Accountant,Full Time,on-site,Al Mohandes For Environmental Services,cairo,28,58.0,2,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'finance', 'business administration', 'commerce', 'accounting regulations', 'advanced excel', 'english', 'financial analysis', 'financial', 'gaap', 'generally accepted accounting principles', 'accounting principles', 'accountant', 'excel']",Females Preferred,901,2.0,,Maadi,29.0
Accountant,Full Time,on-site,Raissyon for Engineering & Technology,"Riyadh, Saudi Arabia",28,247.0,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance,"['enterprise resource planning', 'erp systems', 'accounting', 'contracting', 'junior accountant', 'accountant']",both,901,1.0,3.0,Riyadh,247.0
Accountant,Full Time,on-site,EMC Group,Giza,56,84.0,3,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'excel', 'team leadership', 'real estate', 'contracting', 'microsoft', 'soft', 'communication', 'finance']",both,901,2.0,5.0,6th of October,28.0
